Uuid,Attribute|54686249-2c26-4dd9-be90-fc7868dedd8f,Name,Attribute|d4e54a2f-39bf-4b0a-8000-f2048eddbe12,Description,Attribute|f369dbaa-3a0a-416e-97d1-cac1a230824f,County/District,State/Province,Address 4,Void/Retire,_order:1000,Unnamed: 11
aaada79e-db06-4f14-94a9-33246b4ee15a,1037701,Ane Dima Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Burayu Sub-City,,,
5d1c680b-e3df-411c-8d32-761e361d5fe1,1094714,Anelye Primary Clinic,Operational,Primary Clinic,Clinic,Benishangul-Gumuz Region,Metekel Zone,Pawi Woreda,,,
9e911370-19dc-44a7-8f28-d7efc0a49d05,1046454,Angacha Primary Hospital,Operational,Primary Hospital,Hospital,Central Ethiopia Region,Kembata Zone,Angacha Woreda,,,
d414574e-97e9-465f-bac7-7d9e110e2d80,1088363,Angar Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Anger Gute Town,,,
2eb36138-3433-44fb-a3ea-e86cac4c767a,1092032,Angar Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Gida Ayana,,,
06796d70-1f0e-404d-b1bd-86ac5b915e89,1088351,Anger Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Guto Gida,,,
3303ecd3-cc4d-47b3-bff5-0e04cbba7555,1004763,Angesom Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,North West Zone,Sheraro,,,
f90948f1-a421-4f06-81fe-9fe449679e2b,1036133,Angiyo Kolla Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Adiyo Woreda,,,
74743023-0382-4b4d-a7f9-4f12b1b76368,1096397,Aniko Primary Clinic ,Operational,Primary Clinic,Clinic,South Ethiopia Region,gofa zone,Geze gofa woreda,,,
c5ee7517-42f8-42ec-9dd4-d8fc7b42ca16,1049436,Aniley Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Jimma Zone,Limu Seka,,,
1adfc92a-b10e-492b-b079-aa7642e5c076,1071591,Animut Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Awi Zone,Fagitalekoma,,,
182f201c-bbe2-47a5-a16e-7ad7c530be4c,1095187,Animut Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Central Gondar Zone,Tegede,,,
e9006c10-6894-4012-8961-cceffbdf0bbc,1028723,Anisa Specialty Dental Clinic ,Operational,Dental Speciality Clinic,Specialty Clinic,Addis Ababa City Administration,Nifas Silk Lafto Sub City,Woreda 13,,,
50a66583-f646-4783-820d-3702277b85c9,1045460,Anjeta Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Wolaita zone,Damot woyde,,,
de1c1992-2cf1-437b-a612-32d710231345,1101556,Anjim Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,East Gojjam Zone,Baso Liben,,,
db069a72-427f-4e4f-a54c-6e79db9a564a,1099858,Anka Dermatology Specialty Clinic ,Operational,Dermatology clinic,Specialty Clinic,Addis Ababa City Administration,Kirkos Sub City,Woreda 1,,,
ec1ae103-6d90-4ff8-b290-ce13a731da15,1099468,Ankere Baruka Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Central Zone,Chila Woreda,,,
b08cd308-c6da-43d5-b670-2310dc494dc6,1034453,Ankober primarily  clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
c3a2e5f3-00ac-496b-9a54-75a21f578ee7,1076202,Anleye Medium clinic,Operational,Medium Clinic,Clinic,Amhara Region,Awi Zone,Jawi,,,
8275e639-40dd-4f98-8e93-cbe6c7e2662b,1082222,Anmut Fewus Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Fagitalekoma,,,
fdd11b61-90bf-4594-bef1-e4432daf992d,1077639,Anmut Fewus Primary Clinic 01,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Fagitalekoma,,,
4eb81ade-7278-4d7c-957e-bc96f07b115f,1077258,Anmut Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,West Gojam Zone,Sekela,,,
3520a4c1-c2b6-48e5-81a7-d12bb572964d,1082211,Anmut Primary Clinic  No1,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Fagitalekoma,,,
27c53119-36c3-4668-88a2-4ac5aaab19be,1034210,Anole Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Merti,,,
30f28602-6a23-4ff3-8bbe-2386e13fb0b9,1058889,Anole Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Shewa Zone,Adami Tulu Jido Kombolcha,,,
faef0772-9252-42d9-bd08-941077611d56,1083940,Anole Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Hitosa,,,
123df1cb-ca9d-4ffb-a2c5-2350a446ab72,1032759,Anole Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Shashemene Town,Alache Sub city,,,
7a141d31-0afa-439f-a9b6-49f465dad255,1094128,Anole Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Daro Lebu,,,
4a33e6a5-228c-4065-a7b2-bfc5d7c2f96d,1036370,Anole Primery Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Bale Zone,Legehidh Woreda,,,
4a8f915d-b4ff-44de-9c9f-51b427d7faad,1062189,Ansar Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Robe Town,Adoshe Weleshe Sub City,,,
45d5dfcb-a645-4e25-bbdd-5017e7418b1b,1032093,Ansar Primary clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Habro,,,
de8b51ab-3055-4b74-ac61-e8c53d778131,1048058,Ansoriya Surgical specialty clinic,Operational,Surgery clinic,Specialty Clinic,Oromia Region,Sheger City,Furi Sub -City,,,
1e471d87-2cce-4e2c-bb8c-e9fd70c52640,1006569,Ansuman Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Buno Bedele Zone,Bedele Town,,,
4eb77173-3c87-488e-8215-19598996de7e,1035840,Antenah primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Tena,,,
4d8c32ef-7398-4b05-a66e-5031e52236ce,1075022,Anteneh Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,East Gojjam Zone,Enemay,,,
a9c0ddb5-e3ea-4a93-be85-de1462f0c4f1,1072240,Anteneh Medium Clinic ,Operational,Medium Clinic,Clinic,Amhara Region,East Gojjam Zone,Baso Liben,,,
d535be8f-bc0d-47ad-8cd4-dbc1122a01fb,1096649,Anteneh Medium Clinic ,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,Gombora woreda,,,
6e8688c6-4a45-4960-a913-7358b935beb1,1046951,Anteneh primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,gofa zone,Zala woreda,,,
e1cb76e7-4e3a-452a-807b-1f7b6e9ffa2d,1082760,Anteneh Primary Clinic ,Operational,Primary Clinic,Clinic,Amhara Region,North Gojjam Zone,Bahir dar Zuriya Woreda,,,
f4625085-5396-4693-bb98-8e42fea55cc5,1048683,Antiko Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Wollega Zone,Boji Dirmeji,,,
4756ecf5-003e-4d50-98e2-9212627d96ca,1032879,Anuna Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Kercha,,,
f92fdb9f-b310-4fe7-8666-fe21d1639132,1081066,Anuwar Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Gura Ferda Woreda,,,
24fd0f40-ba61-48a2-8e85-38787dd4f7ca,1094989,Anwar Medium Clinic,Operational,Medium Clinic,Clinic,Afar Region,Zone 2,Dalol,,,
e46465f2-5355-48d5-b562-7f25b49d1445,1095408,Anwar Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Borena,,,
754e5253-45ef-4ddc-8d31-6de8a50620d0,1082400,Anwar Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Wollo Zone,Habru,,,
e5c077f2-393e-45de-8635-7f9a504eadf9,1089393,Apex Indian Surgical And Internal Medicine Specialty Center And Dental Specialty Clinic,Operational,"Internal Medicine Center,Surgery Center",Specialty Center,Addis Ababa City Administration,Lemi kura Sub city,Woreda 08,,,
6c348ecd-0881-4ed6-bd5e-5d52ed5e13d8,1084920,Apex Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Kolfe Sub city,Woreda 9,,,
281e2369-1aba-40cd-86fd-c3deea196740,1098590,Apex Phaysio Care Physiotherapy Medium Clinic,Operational,Medium Clinic,Clinic,Somali Region,Fafan,Jigjiga Town,,,
63e37d90-3d9a-46b9-97a9-b2dc31963627,1090858,Apical Dental Medium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Addis Ababa City Administration,Nifas Silk Lafto Sub City,Woreda 12,,,
b3b08be6-b436-457f-9853-e1f2f9c0f951,1098624,Appel Medium Dental Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Bishoftu Town,Dukem Woreda,,,
f1cc2173-b192-4d48-8db5-e2b601ef536b,1091425,Apple Dental Specialty clinic,Operational,Dental Speciality Clinic,Specialty Clinic,Addis Ababa City Administration,Akaki Kality Sub City,Woreda 7,,,
0821de23-3f9e-4406-a28b-a8a43b5a5132,1078978,Apple Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Hararge Zone,Goro Gutu,,,
b1c38847-248b-4ffe-bde9-baad4665d86d,1091676,Aqib Dental Medium Clinic ,Operational,Dental Medium Clinic,Specialty Clinic,Sidama Region,Hawassa City Administration,Bahel Adarash Sub City,,,
335d17dc-413b-4b90-baca-362069e14dc9,1100060,Arab Dental Meduim Cilinic ,Operational,Medium Clinic,Clinic,Somali Region,Liben,Dolo Ado,,,
137f473a-1150-44b1-a263-416c33900185,1100161,Arabsa Medium Clinic ,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Lemi kura Sub city,Woreda 6,,,
25070013-e118-447f-95e5-eaacd124f55e,1044220,Arada Giorgis Internal Medicine Specialty Center,Operational,Internal Medicine Center,Specialty Center,Addis Ababa City Administration,Arada Sub City,Woreda 5,,,
28474636-0985-4843-b31d-0201685f4287,1031391,Arada Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Shashemene Town,Haruf SubCity,,,
acab7ff9-d119-4d88-ab01-3851073e2c04,1101469,Arada Medium Clinic,Operational,Medium Clinic,Clinic,Central Ethiopia Region,Hadiya Zone,hosaena town adminstration,,,
63b2b17e-31fa-4ac5-aed2-4b7bc4f15c67,1029847,Arada Subcity Police Department Medium Clinic,Operational,Institution Based Medium Clinic,Clinic,Addis Ababa City Administration,Arada Sub City,Woreda 4,,,
f4392761-7cba-4cfe-8021-c5218f92df0e,1077488,Aragaw Primary  Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Ambasel,,,
4575f35b-3e05-4e3e-bba8-c16d65c80294,1077309,Aragaw Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Jawi,,,
35ac53ec-a287-41cc-a780-3b716160d5a4,1100111,Arage Primary clinic,Operational,Primary Clinic,Clinic,Amhara Region,Debreberhan Town Administration,Debreberhan Town,,,
3fda2b3b-c44c-429a-aaf1-f7ade964888f,1090445,Araji Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Ari zone,Jinka town,,,
f4c97ed3-f23f-4629-b946-f2ea416c1a31,1004806,Arami Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Ilu Aba Bora Zone,Darimu,,,
4bd02680-3b58-4a8f-9e09-4d53cdbb43fb,1084687,Aramo Catholic Church Midium Clinic ,Operational,Medium Clinic,Clinic,South Ethiopia Region,gedeo zone,Yirga chefe woreda,,,
3db2daa6-66ae-4ec8-b128-36c6e3520d76,1092049, Arara Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,West Arsi Zone,Nansebo,,,
2eac5b78-580f-4fc0-b889-be9502c97eaf,1090287,Arara Psychiatry and Rehabilitation Specialty Center,Operational,"Psychiatry Center,Rehabilitation Center",Specialty Center,Oromia Region,Robe Town,Adoshe Weleshe Sub City,,,
57c1ca00-f975-445b-abda-ff9070449809,1048271,Ararat 01 Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,gofa zone,Uba debretsehay woreda,,,
f64b7f47-c72f-46f7-85b4-c940c826dff8,1054191,Ararat 02 Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,gofa zone,Uba debretsehay woreda,,,
44926c78-bd48-4d2a-ac8a-ddafa54d8398,1099360,Ararat Medium Clinic,Operational,Medium Clinic,Clinic,Sidama Region,Northern Zone,Leku Town Administration,,,
9ee00a53-f4f6-4d43-92a4-85beb0c6521d,1035146,Ararat Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Chole,,,
ac103b41-5f01-491d-8cae-80694c3bd542,1095842,Ararsa Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Hawa Gelan,,,
c9c10446-6fde-4e11-a582-d1fc1ebecbe7,1100175,Ararsa Medium Dental Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Robe Town,Adoshe Weleshe Sub City,,,
55fad280-e021-42d5-b6f0-403c924e12d7,1094667,Ararso Medium Clinic,Operational,Medium Clinic,Clinic,Somali Region,Jarar,Ararso,,,
b070c2eb-1e3a-45fc-bcbd-543338f11ce2,1044871,ARAYA Internal Medicine Specialty Clinic,Operational,Internal Medicine clinic,Specialty Clinic,Sidama Region,Hawassa City Administration,Tabor Sub City,,,
d6576eaa-d009-46a4-970a-a852da49e0a9,1040733,Araya Kahsu Medium Clinic,Operational,Institution Based Medium Clinic,Clinic,Tigray Region,Central Zone,Axum Town,,,
9d896111-ae47-4f90-b53e-00308b29dcac,1088078,Araya Surgical Specialty Clinic,Operational,Surgery clinic,Specialty Clinic,Tigray Region,Central Zone,Enticho Town,,,
5a2270fb-fc9f-4fb2-a444-c39519a9ccee,1053856,Arays Orthopedic specialty Clinic,Operational,Orthopedic clinic,Specialty Clinic,Somali Region,Fafan,Jigjiga Town,,,
887d48e6-0504-4a96-adda-e68606dba430,1034246,Arbagugu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Merti,,,
4bcf4a06-b037-4df2-aeb4-619deb5b3b8c,1096531,Arbagugu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Jeju,,,
227dce1d-8814-4f50-87f5-5942676192b4,1035085,Arba Gugu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Arsi zone,Chole,,,
2ae5829d-e785-4664-952e-8c5425959692,1038657,Arbagugu Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Adama Town,Lugo Sub City,,,
aef39320-2e62-40dc-917c-f8cf208e7ffd,1094174,Arbagugu Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,Arsi zone,Guna,,,
16163876-40c1-45d2-b206-77ba990e03ca,1033718,Arbaminch Beteseb Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
c43c1386-41b2-46fb-9f67-ab5791a29d6c,1047114,Arbaminch Cherkacherk Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
8541514f-ba61-46de-8eaa-44436f6cda09,1078415,Arbaminch General Hospital,Operational,General Hospital,Hospital,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
d6a2d13a-d840-47d7-8f39-6be5e8f859c6,1101975,Arbaminch Health Scince Colege Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
3063597f-9b91-401e-8182-c36b52badd6d,1085737,Arbaminch Rehabilitation Center ,Operational,Rehabilitation Center,Specialty Center,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
a694629a-0530-4b1c-ba5a-80c67da57f8c,1094099,Arbaminch University Teaching and Comprehensive Specialized Hospital,Operational,Comprehensive Specialized Hospital,Hospital,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
50e3278e-c3e5-43c9-8385-bc1c7dd1e278,1033656,Arbaminch University Wana Gibe Medium Clinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,Arba Minch Town,Arba Minch Town,,,
2a313548-c2b1-48e4-91fe-beeb2f4f7979,1075765,Arbaya Primary Hospital,Operational,Primary Hospital,Hospital,Amhara Region,Central Gondar Zone,West Belesa,,,
fafe7c53-d4f1-4984-8f62-993771905ffb,1004833,Ardaita Agricultural College Primary Clinic,Operational,Institution Based Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
8841ebcc-f9d4-4080-ab5c-06f1d1ff4f51,1031517,Ardaita State Farm,Operational,Institution based clinics,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
e2c285b3-bef2-42eb-9800-4aa44e5d921b,1088514,Ardaita State Farm Primary Clinic,Operational,Institution Based Primary Clinic,Clinic,Oromia Region,West Arsi Zone,Gedeb Hasasa,,,
518563b5-44fc-4f32-a602-a1443c61f056,1053255,Ardi Medium Clinic,Operational,Medium Clinic,Clinic,Afar Region,Zone 1,Semera Logia City Administration,,,
e9374e60-8b13-41c4-b51c-156dccd25250,1058278,Ardi Medium Clinic,Operational,Medium Clinic,Clinic,Afar Region,Zone 3,Amibara Woreda,,,
5f876d3b-f640-48ca-8ace-3f18c8cc7984,1083116,Ardi Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,North Wollo Zone,Habru,,,
1e4790ac-7d3b-46f9-81ac-0ba4b441f713,1083860,Ardi Primary Clinic,Operational,Primary Clinic,Clinic,Afar Region,Zone 3,Dulecha,,,
5f145942-4ef1-4828-9f92-d92f73fcf4a8,1076138,Arebu Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,South Wollo Zone,Legambo,,,
cc3b9073-8d54-4b47-b297-ac82320e74b1,1093808,Arebu Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Borena,,,
092f35bc-e58c-4f34-aaf5-5cb604d2faf4,1098272,Areda Micha Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Robe Town,Goba Sub City,,,
c737a374-11aa-42d9-b685-72036caf6c50,1088139,Aredejan  Medium Clinic ,Operational,Medium Clinic,Clinic,Amhara Region,North Gondar Zone,Dabat,,,
dabe2c18-fd72-431d-8afe-38eaff26f2d7,1099418,Aredi Medium Clinic,Operational,Medium Clinic,Clinic,Amhara Region,Awi Zone,Chagni Town,,,
60d49942-892e-4003-ad2f-4e7364ad0e9c,1097904,Arefat Primary Clinic,Operational,Primary Clinic,Clinic,Gambella Region,Majang Zone,Godere,,,
0920ce16-fd21-4d0b-8445-38b9f442ac06,1087183,Arega Asare Mimorial MediumClinic,Operational,Medium Clinic,Clinic,South Ethiopia Region,gamo zone,Arbamich Zuria Woreda,,,
d14f4d3c-a0bd-493f-a25d-4e039999cca6,1101027,Arega Medium  Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Konta Zone,Ela Anchano Woreda,,,
089346ca-c392-493e-9710-516fae6f01f1,1073343,Arega Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Kewot,,,
842c4994-1047-4981-8efe-9f5060ee0abc,1077225,Aregash Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Oromia Special Zone,Artuma Fursi,,,
70ef2f25-98ce-49ef-b6eb-8588214e1438,1071361,Arerity Primary Hospital,Operational,Primary Hospital,Hospital,Amhara Region,North Shoa Zone,Minjarina Shenkora,,,
e07de3b7-59d8-4db3-be45-4c8a193192c9,1004852,Arero Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Borena Zone,Arero Woreda,,,
7a1a2224-ae4f-40f0-8735-ec87bec2e270,1047837,Arero Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Moyale Town,moyale Town,,,
bc5ee134-0065-4440-924d-c3e55db19ea5,1059483,Arero Primary Hospital,Operational,Primary Hospital,Hospital,Oromia Region,East Borena Zone,Arero Woreda,,,
8c0a6f2b-9aaa-43f0-a2f3-ea0d39c0568c,1063233,Aresema Medium Clinic,Operational,Medium Clinic,Clinic,Benishangul-Gumuz Region,Metekel Zone,Bulen Woreda,,,
d4d44f1a-b7fd-4417-bacc-8e8aa28cb12a,1004854,Aresema Primary Clinic,Operational,Primary Clinic,Clinic,Benishangul-Gumuz Region,Metekel Zone,Dangur Woreda,,,
fe1b2965-5630-4d98-8519-9f747623d01c,1030547,Aresolayen Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Bole Sub City,Woreda 7,,,
95499bcc-2710-4620-8f56-7154040eb47e,1088220,Areyam Internal medicine,Operational,Internal Medicine clinic,Specialty Clinic,Tigray Region,Mekelle Zone,Semen,,,
0f1726db-5c7d-4bf6-8f02-dc8d278d3056,1074740,Areyam Internal Medicine Specialty Center,Operational,Internal Medicine Center,Specialty Center,Amhara Region,Gondar Town Administration,Gondar City Administration,,,
ee24427a-d159-4792-bafb-453e32e8a6b2,1049765,Arfan Kallo Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Hawa Gelan,,,
baa27b09-e54a-46be-b7d2-760f5b3e073f,1098248,Arfan Lalo Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Kelem Wollega Zone,Lalo Kile,,,
97b8185e-a27a-4453-8a5a-f1ca34e113d2,1079865,Arfen Woliso Medium clinic,Operational,Medium Clinic,Clinic,Oromia Region,Woliso Town,Woliso Town,,,
bb94dbba-da94-439d-854c-efd61f4f7181,1045330,Arfyde primary clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Konso zone,Karat zuriya woreda,,,
aa3fcfd8-29e4-4b36-b2e8-18389d6d8484,1088678,Argane Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,West Guji Zone,Melka Soda,,,
b5242c5a-bce7-4b60-80c1-dd317dd1cd8e,1094057,Argan Primary Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,West Hararge Zone,Daro Lebu,,,
71ddafa8-bc37-47a4-8a75-45faf14db1d4,1058664,Arguba Tanao Primary Clinic,Operational,Primary Clinic,Clinic,South Ethiopia Region,Gardula zone,Derashe woreda,,,
337bdac1-796b-4537-ab99-d6c1043f4846,1033081,Arif Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Hararge Zone,Fedis,,,
00d996a3-9ac3-47dd-b067-3dbb812d8a53,1065047,Arijo Dedesa Primary  Clinic,Operational,Institution Based Primary Clinic,Clinic,Oromia Region,Buno Bedele Zone,Gechi,,,
e3b5608b-8412-4af5-9f73-e5516d058258,1090455,Ari Zone Police Primary Clinic,Operational,Institution based clinics,Clinic,South Ethiopia Region,Ari zone,Jinka town,,,
a09dc5c6-fd40-4568-83d2-cee538e32a5a,1049744,Arjetina Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Jima Arjo,,,
1689c79c-b84d-424c-a489-77d37adf4eeb,1097213,Arjo Gudatu Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,East Wollega Zone,Diga,,,
76d120a6-fd8e-4296-8bfe-464d07c4cacd,1048414,Arjo Primary Hospital,Operational,Primary Hospital,Hospital,Oromia Region,East Wollega Zone,Jima Arjo,,,
edf33750-810d-416b-bb16-14e60213fca7,1049764,Arkumbe Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Anger Gute Town,,,
3dc2e16e-a855-49f0-8064-e2b9d817f955,1099229,Arma Medium clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 11,,,
3d9c4377-adab-4acf-898a-196c221d9476,1028718,Arma Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Yeka Sub City,Woreda 11,,,
69ff633d-b2d0-488e-93f5-a0b71aea1c27,1080337,Arom Dental Medium Clinic,Operational,Dental Medium Clinic,Specialty Clinic,Oromia Region,Adama Town,Dambela Sub City,,,
bea87374-c062-4a19-9e5c-ed239b6763de,1088769,Aron Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,Kaffa Zone,Gimbo Woreda,,,
d8c68a9e-c665-4400-8116-a82197457a8d,1085937,Aron Medium Clinic ,Operational,Medium Clinic,Clinic,Tigray Region,Mekelle Zone,Quiha,,,
b6d79efc-7ca8-44bb-a845-7f70983c8dc5,1030027,Arsema Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Lideta Sub City,Woreda 2,,,
acce1912-778e-4879-aa9b-e0676ed938d1,1040729,Arsema Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,Central Zone,Axum Town,,,
e0362acc-e70d-4e94-a400-0a54b291dfa4,1065645,Arsema Medium Clinic,Operational,Medium Clinic,Clinic,Addis Ababa City Administration,Kolfe Sub city,Woreda 10,,,
e177569d-17a9-452d-8174-beedc386067f,1085967,Arsema Medium Clinic,Operational,Medium Clinic,Clinic,Tigray Region,South East Zone,Samre Woreda,,,
b21ddb80-adb2-4602-8645-f1781fe544e0,1098498,Arsema Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,North Shewa Zone,Were Jarso,,,
5c3e8645-0038-4cda-81cc-8acee9ec5fb2,1098683,Arsema Medium Clinic,Operational,Medium Clinic,Clinic,South West Ethiopia Region,West Omo zone,Maji Woreda,,,
aae7dbd4-2e85-4ede-8b68-80190cfd51c6,1082457,Arsema Primary  Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Awi Zone,Ayehu Guagusa,,,
74a9db06-3352-414c-9fa0-6ced1f60a322,1004874,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,Gambella Region,Majang Zone,Godere,,,
9bdefc85-8057-4c9e-9cbe-9cb6456383f7,1038646,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,Adama Town,Boku Shenen Sub City,,,
c3711cf7-b77e-49d7-b5c8-a5d46281cbc6,1059365,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,Oromia Region,North Shewa Zone,Were Jarso,,,
2590c738-3d94-4db5-9a66-8be3a1d90240,1072021,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,South Wollo Zone,Delanta,,,
76124d73-3aa8-4357-ac79-d4d99f7fdb84,1072538,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,North Shoa Zone,Tarmaber,,,
9efc98a7-5f79-402b-9a4b-975e28b48bf2,1081299,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,South West Ethiopia Region,Bench Sheko Zone,Shey Bench Woreda,,,
4777a9ea-1088-449d-b20e-de7324872ea7,1085278,Arsema Primary Clinic,Operational,Primary Clinic,Clinic,Amhara Region,Waghimera Zone,Dehana,,,
ed08c436-b8db-426f-b47c-90285a51c2f2,1064553,Arsema Primrey Clinic ,Operational,Primary Clinic,Clinic,Oromia Region,East Wollega Zone,Limu,,,
c9abff83-a5dc-42e7-98de-1e7a46fed46b,1004868,Arsema Surgery Speciality Clinic,Operational,Surgery clinic,Specialty Clinic,Tigray Region,Southern Zone,Maichew Towm,,,
cf36fcd6-5910-4f9c-b368-368e847d5388,1047860,Arsemawit Medium Clinic,Operational,Medium Clinic,Clinic,Oromia Region,Sheger City,Mana Abicha Sub-City,,,
